0.000000000000000000e+00,9.999999999999998890e-01,1.000000000000000000e+00,9.999999999999998890e-01,9.999999999999998890e-01,9.999999999999998890e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.999999999999998890e-01,9.999999999999998890e-01,9.999999999999998890e-01,9.999999999999998890e-01,9.999999999999998890e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.999999999999998890e-01,0.000000000000000000e+00,7.653668647301792305e-01,7.653668647301791195e-01,1.414213562373094035e+00,7.653668647301792305e-01,7.653668647301792305e-01,9.999999999999992228e-01,1.414213562373094479e+00,9.999999999999993339e-01,1.236812879103949436e+00,1.236812879103949436e+00,1.236812879103950324e+00,1.382683432365089393e+00,1.382683432365089393e+00,1.382683432365089393e+00,1.423879532511286516e+00,1.414213562373094923e+00,1.423879532511286738e+00
1.000000000000000000e+00,7.653668647301792305e-01,0.000000000000000000e+00,1.414213562373094701e+00,1.414213562373094479e+00,1.573759415508962963e-16,1.413579858428229713e-16,1.414213562373094923e+00,1.414213562373094923e+00,1.000000000000000000e+00,9.999999999999992228e-01,9.999999999999992228e-01,9.999999999999998890e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.414213562373094923e+00,1.414213562373094923e+00,1.500000000000000000e+00
9.999999999999998890e-01,7.653668647301791195e-01,1.414213562373094701e+00,0.000000000000000000e+00,1.414213562373094257e+00,1.414213562373094701e+00,1.414213562373094479e+00,9.999999999999993339e-01,1.414213562373094479e+00,1.414213562373094479e+00,1.618033988749893570e+00,1.618033988749893570e+00,1.618033988749894236e+00,1.707106781186546796e+00,1.707106781186547018e+00,1.707106781186546796e+00,1.499999999999999112e+00,1.414213562373094479e+00,1.414213562373094257e+00
9.999999999999998890e-01,1.414213562373094035e+00,1.414213562373094479e+00,1.414213562373094257e+00,0.000000000000000000e+00,1.414213562373094479e+00,1.414213562373094479e+00,1.414213562373094923e+00,9.999999999999995559e-01,1.414213562373094479e+00,1.618033988749893792e+00,1.618033988749893792e+00,1.618033988749894236e+00,1.707106781186546574e+00,1.707106781186546574e+00,1.707106781186546796e+00,1.414213562373094479e+00,1.499999999999999334e+00,1.414213562373094257e+00
9.999999999999998890e-01,7.653668647301792305e-01,1.573759415508962963e-16,1.414213562373094701e+00,1.414213562373094479e+00,0.000000000000000000e+00,1.149567174446146160e-16,1.414213562373095145e+00,1.414213562373095145e+00,9.999999999999998890e-01,9.999999999999992228e-01,9.999999999999992228e-01,9.999999999999998890e-01,9.999999999999998890e-01,9.999999999999998890e-01,1.000000000000000222e+00,1.414213562373095145e+00,1.414213562373095145e+00,1.500000000000000000e+00
1.000000000000000000e+00,7.653668647301792305e-01,1.413579858428229713e-16,1.414213562373094479e+00,1.414213562373094479e+00,1.149567174446146160e-16,0.000000000000000000e+00,1.414213562373094923e+00,1.414213562373094923e+00,1.000000000000000000e+00,9.999999999999992228e-01,9.999999999999992228e-01,9.999999999999998890e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000222e+00,1.414213562373094923e+00,1.414213562373094923e+00,1.500000000000000000e+00
1.000000000000000000e+00,9.999999999999992228e-01,1.414213562373094923e+00,9.999999999999993339e-01,1.414213562373094923e+00,1.414213562373095145e+00,1.414213562373094923e+00,0.000000000000000000e+00,1.414213562373094923e+00,1.414213562373094923e+00,1.618033988749894458e+00,1.618033988749894458e+00,1.618033988749894680e+00,1.414213562373094923e+00,1.414213562373094923e+00,1.414213562373094923e+00,1.000000000000000000e+00,1.414213562373095145e+00,1.414213562373095145e+00
1.000000000000000000e+00,1.414213562373094479e+00,1.414213562373094923e+00,1.414213562373094479e+00,9.999999999999995559e-01,1.414213562373095145e+00,1.414213562373094923e+00,1.414213562373094923e+00,0.000000000000000000e+00,1.414213562373094923e+00,1.618033988749894014e+00,1.618033988749894236e+00,1.618033988749894680e+00,1.414213562373094479e+00,1.414213562373094701e+00,1.414213562373094923e+00,1.414213562373094923e+00,1.000000000000000000e+00,1.414213562373095145e+00
1.000000000000000000e+00,9.999999999999993339e-01,1.000000000000000000e+00,1.414213562373094479e+00,1.414213562373094479e+00,9.999999999999998890e-01,1.000000000000000000e+00,1.414213562373094923e+00,1.414213562373094923e+00,0.000000000000000000e+00,1.499999999999999334e+00,1.499999999999999334e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.414213562373095145e+00,1.414213562373095145e+00,1.000000000000000000e+00
9.999999999999998890e-01,1.236812879103949436e+00,9.999999999999992228e-01,1.618033988749893570e+00,1.618033988749893792e+00,9.999999999999992228e-01,9.999999999999992228e-01,1.618033988749894458e+00,1.618033988749894014e+00,1.499999999999999334e+00,0.000000000000000000e+00,1.414213562373094035e+00,1.414213562373094479e+00,9.999999999999993339e-01,1.414213562373094257e+00,1.414213562373094257e+00,1.618033988749894236e+00,1.618033988749894236e+00,1.618033988749894236e+00
9.999999999999998890e-01,1.236812879103949436e+00,9.999999999999992228e-01,1.618033988749893570e+00,1.618033988749893792e+00,9.999999999999992228e-01,9.999999999999992228e-01,1.618033988749894458e+00,1.618033988749894236e+00,1.499999999999999334e+00,1.414213562373094035e+00,0.000000000000000000e+00,1.414213562373094479e+00,1.414213562373094479e+00,9.999999999999993339e-01,1.414213562373094257e+00,1.618033988749894236e+00,1.618033988749894236e+00,1.618033988749894236e+00
9.999999999999998890e-01,1.236812879103950324e+00,9.999999999999998890e-01,1.618033988749894236e+00,1.618033988749894236e+00,9.999999999999998890e-01,9.999999999999998890e-01,1.618033988749894680e+00,1.618033988749894680e+00,1.500000000000000000e+00,1.414213562373094479e+00,1.414213562373094479e+00,0.000000000000000000e+00,1.414213562373094923e+00,1.414213562373095145e+00,9.999999999999998890e-01,1.618033988749894903e+00,1.618033988749894903e+00,2.000000000000000000e+00
9.999999999999998890e-01,1.382683432365089393e+00,1.000000000000000000e+00,1.707106781186546796e+00,1.707106781186546574e+00,9.999999999999998890e-01,1.000000000000000000e+00,1.414213562373094923e+00,1.414213562373094479e+00,1.500000000000000000e+00,9.999999999999993339e-01,1.414213562373094479e+00,1.414213562373094923e+00,0.000000000000000000e+00,1.414213562373094923e+00,1.414213562373094923e+00,1.414213562373094701e+00,1.414213562373094701e+00,1.618033988749894903e+00
9.999999999999998890e-01,1.382683432365089393e+00,1.000000000000000000e+00,1.707106781186547018e+00,1.707106781186546574e+00,9.999999999999998890e-01,1.000000000000000000e+00,1.414213562373094923e+00,1.414213562373094701e+00,1.500000000000000000e+00,1.414213562373094257e+00,9.999999999999993339e-01,1.414213562373095145e+00,1.414213562373094923e+00,0.000000000000000000e+00,1.414213562373094923e+00,1.414213562373094701e+00,1.414213562373094701e+00,1.618033988749894903e+00
1.000000000000000000e+00,1.382683432365089393e+00,1.000000000000000000e+00,1.707106781186546796e+00,1.707106781186546796e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.414213562373094923e+00,1.414213562373094923e+00,1.500000000000000000e+00,1.414213562373094257e+00,1.414213562373094257e+00,9.999999999999998890e-01,1.414213562373094923e+00,1.414213562373094923e+00,0.000000000000000000e+00,1.414213562373094923e+00,1.414213562373094923e+00,2.000000000000000000e+00
1.000000000000000000e+00,1.423879532511286516e+00,1.414213562373094923e+00,1.499999999999999112e+00,1.414213562373094479e+00,1.414213562373095145e+00,1.414213562373094923e+00,1.000000000000000000e+00,1.414213562373094923e+00,1.414213562373095145e+00,1.618033988749894236e+00,1.618033988749894236e+00,1.618033988749894903e+00,1.414213562373094701e+00,1.414213562373094701e+00,1.414213562373094923e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.414213562373094923e+00,1.414213562373094923e+00,1.414213562373094479e+00,1.499999999999999334e+00,1.414213562373095145e+00,1.414213562373094923e+00,1.414213562373095145e+00,1.000000000000000000e+00,1.414213562373095145e+00,1.618033988749894236e+00,1.618033988749894236e+00,1.618033988749894903e+00,1.414213562373094701e+00,1.414213562373094701e+00,1.414213562373094923e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.423879532511286738e+00,1.500000000000000000e+00,1.414213562373094257e+00,1.414213562373094257e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.414213562373095145e+00,1.414213562373095145e+00,1.000000000000000000e+00,1.618033988749894236e+00,1.618033988749894236e+00,2.000000000000000000e+00,1.618033988749894903e+00,1.618033988749894903e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
